cnty_fips,display_name,,Urban-Rural Status,,,,,,
48459,"""Upshur, (TX)""",,Small City,,,,,,
48467,"""Van Zandt, (TX)""",,Rural,,,,,,
48483,"""Wheeler, (TX)""",,Rural,,,,,,
48485,"""Wichita, (TX)""",,Small City,,,,,,
48487,"""Wilbarger, (TX)""",,Rural,,,,,,
48497,"""Wise, (TX)""",,Suburban,,,,,,
48499,"""Wood, (TX)""",,Rural,,,,,,
48501,"""Yoakum, (TX)""",,Rural,,,,,,
48503,"""Young, (TX)""",,Rural,,,,,,
56001,"""Albany, (WY)""",,Rural,,,,,,
56005,"""Campbell, (WY)""",,Rural,,,,,,
56009,"""Converse, (WY)""",,Rural,,,,,,
56011,"""Crook, (WY)""",,Rural,,,,,,
56015,"""Goshen, (WY)""",,Rural,,,,,,
56019,"""Johnson, (WY)""",,Rural,,,,,,
56021,"""Laramie, (WY)""",,Small City,,,,,,
56027,"""Niobrara, (WY)""",,Rural,,,,,,
56031,"""Platte, (WY)""",,Rural,,,,,,
56045,"""Weston, (WY)""",,Rural,,,,,,
16003,"""Adams, (ID)""",,Rural,,,,,,
16009,"""Benewah, (ID)""",,Rural,,,,,,
16017,"""Bonner, (ID)""",,Rural,,,,,,
16021,"""Boundary, (ID)""",,Rural,,,,,,
16035,"""Clearwater, (ID)""",,Rural,,,,,,
16049,"""Idaho, (ID)""",,Rural,,,,,,
16055,"""Kootenai, (ID)""",,Small City,,,,,,
16057,"""Latah, (ID)""",,Rural,,,,,,
16059,"""Lemhi, (ID)""",,Rural,,,,,,
16061,"""Lewis, (ID)""",,Rural,,,,,,
16069,"""Nez Perce, (ID)""",,Small City,,,,,,
16079,"""Shoshone, (ID)""",,Rural,,,,,,
16085,"""Valley, (ID)""",,Rural,,,,,,
27005,"""Becker, (MN)""",,Rural,,,,,,
27007,"""Beltrami, (MN)""",,Rural,,,,,,
27009,"""Benton, (MN)""",,Small City,,,,,,
27011,"""Big Stone, (MN)""",,Rural,,,,,,
27019,"""Carver, (MN)""",,Suburban,,,,,,
27021,"""Cass, (MN)""",,Rural,,,,,,
27023,"""Chippewa, (MN)""",,Rural,,,,,,
27027,"""Clay, (MN)""",,Small City,,,,,,
27029,"""Clearwater, (MN)""",,Rural,,,,,,
27035,"""Crow Wing, (MN)""",,Rural,,,,,,
27041,"""Douglas, (MN)""",,Rural,,,,,,
27051,"""Grant, (MN)""",,Rural,,,,,,
27057,"""Hubbard, (MN)""",,Rural,,,,,,
27061,"""Itasca, (MN)""",,Rural,,,,,,
27067,"""Kandiyohi, (MN)""",,Rural,,,,,,
27069,"""Kittson, (MN)""",,Rural,,,,,,
27071,"""Koochiching, (MN)""",,Rural,,,,,,
27073,"""Lac qui Parle, (MN)""",,Rural,,,,,,
27077,"""Lake of the Woods, (MN)""",,Rural,,,,,,
27085,"""McLeod, (MN)""",,Rural,,,,,,
27087,"""Mahnomen, (MN)""",,Rural,,,,,,
27089,"""Marshall, (MN)""",,Rural,,,,,,
27093,"""Meeker, (MN)""",,Rural,,,,,,
27097,"""Morrison, (MN)""",,Rural,,,,,,
27107,"""Norman, (MN)""",,Rural,,,,,,
27111,"""Otter Tail, (MN)""",,Rural,,,,,,
27113,"""Pennington, (MN)""",,Rural,,,,,,
27119,"""Polk, (MN)""",,Small City,,,,,,
27121,"""Pope, (MN)""",,Rural,,,,,,
27125,"""Red Lake, (MN)""",,Rural,,,,,,
27129,"""Renville, (MN)""",,Rural,,,,,,
27135,"""Roseau, (MN)""",,Rural,,,,,,
27141,"""Sherburne, (MN)""",,Suburban,,,,,,
27145,"""Stearns, (MN)""",,Small City,,,,,,
27149,"""Stevens, (MN)""",,Rural,,,,,,
27151,"""Swift, (MN)""",,Rural,,,,,,
27153,"""Todd, (MN)""",,Rural,,,,,,
27155,"""Traverse, (MN)""",,Rural,,,,,,
27159,"""Wadena, (MN)""",,Rural,,,,,,
27167,"""Wilkin, (MN)""",,Rural,,,,,,
27171,"""Wright, (MN)""",,Suburban,,,,,,
27173,"""Yellow Medicine, (MN)""",,Rural,,,,,,
30001,"""Beaverhead, (MT)""",,Rural,,,,,,
30003,"""Big Horn, (MT)""",,Rural,,,,,,
30005,"""Blaine, (MT)""",,Rural,,,,,,
30007,"""Broadwater, (MT)""",,Rural,,,,,,
30009,"""Carbon, (MT)""",,Small City,,,,,,
30011,"""Carter, (MT)""",,Rural,,,,,,
30013,"""Cascade, (MT)""",,Small City,,,,,,
30015,"""Chouteau, (MT)""",,Rural,,,,,,
30017,"""Custer, (MT)""",,Rural,,,,,,
30019,"""Daniels, (MT)""",,Rural,,,,,,
30021,"""Dawson, (MT)""",,Rural,,,,,,
30023,"""Deer Lodge, (MT)""",,Rural,,,,,,
30025,"""Fallon, (MT)""",,Rural,,,,,,
30027,"""Fergus, (MT)""",,Rural,,,,,,
30029,"""Flathead, (MT)""",,Rural,,,,,,
30031,"""Gallatin, (MT)""",,Rural,,,,,,
30033,"""Garfield, (MT)""",,Rural,,,,,,
30035,"""Glacier, (MT)""",,Rural,,,,,,
30037,"""Golden Valley, (MT)""",,Small City,,,,,,
30039,"""Granite, (MT)""",,Rural,,,,,,
30041,"""Hill, (MT)""",,Rural,,,,,,
30043,"""Jefferson, (MT)""",,Rural,,,,,,
30045,"""Judith Basin, (MT)""",,Rural,,,,,,
30047,"""Lake, (MT)""",,Rural,,,,,,
30049,"""Lewis and Clark, (MT)""",,Rural,,,,,,
30051,"""Liberty, (MT)""",,Rural,,,,,,
30053,"""Lincoln, (MT)""",,Rural,,,,,,
30055,"""McCone, (MT)""",,Rural,,,,,,
30057,"""Madison, (MT)""",,Rural,,,,,,
30059,"""Meagher, (MT)""",,Rural,,,,,,
30061,"""Mineral, (MT)""",,Rural,,,,,,
30063,"""Missoula, (MT)""",,Small City,,,,,,
30065,"""Musselshell, (MT)""",,Rural,,,,,,
30067,"""Park, (MT)""",,Rural,,,,,,
30069,"""Petroleum, (MT)""",,Rural,,,,,,
30071,"""Phillips, (MT)""",,Rural,,,,,,
30073,"""Pondera, (MT)""",,Rural,,,,,,
30075,"""Powder River, (MT)""",,Rural,,,,,,
30077,"""Powell, (MT)""",,Rural,,,,,,
30079,"""Prairie, (MT)""",,Rural,,,,,,
30081,"""Ravalli, (MT)""",,Rural,,,,,,
30083,"""Richland, (MT)""",,Rural,,,,,,
30085,"""Roosevelt, (MT)""",,Rural,,,,,,
30087,"""Rosebud, (MT)""",,Rural,,,,,,
30089,"""Sanders, (MT)""",,Rural,,,,,,
30091,"""Sheridan, (MT)""",,Rural,,,,,,
30093,"""Silver Bow, (MT)""",,Rural,,,,,,
30095,"""Stillwater, (MT)""",,Rural,,,,,,
30097,"""Sweet Grass, (MT)""",,Rural,,,,,,
30099,"""Teton, (MT)""",,Rural,,,,,,
30101,"""Toole, (MT)""",,Rural,,,,,,
30103,"""Treasure, (MT)""",,Rural,,,,,,
30105,"""Valley, (MT)""",,Rural,,,,,,
30107,"""Wheatland, (MT)""",,Rural,,,,,,
30109,"""Wibaux, (MT)""",,Rural,,,,,,
30111,"""Yellowstone, (MT)""",,Small City,,,,,,
38001,"""Adams, (ND)""",,Rural,,,,,,
38003,"""Barnes, (ND)""",,Rural,,,,,,
38005,"""Benson, (ND)""",,Rural,,,,,,
38007,"""Billings, (ND)""",,Rural,,,,,,
38009,"""Bottineau, (ND)""",,Rural,,,,,,
38011,"""Bowman, (ND)""",,Rural,,,,,,
38013,"""Burke, (ND)""",,Rural,,,,,,
38015,"""Burleigh, (ND)""",,Small City,,,,,,
38017,"""Cass, (ND)""",,Small City,,,,,,
38019,"""Cavalier, (ND)""",,Rural,,,,,,
38021,"""Dickey, (ND)""",,Rural,,,,,,
38023,"""Divide, (ND)""",,Rural,,,,,,
38025,"""Dunn, (ND)""",,Rural,,,,,,
38027,"""Eddy, (ND)""",,Rural,,,,,,
38029,"""Emmons, (ND)""",,Rural,,,,,,
38031,"""Foster, (ND)""",,Rural,,,,,,
38033,"""Golden Valley, (ND)""",,Rural,,,,,,
38035,"""Grand Forks, (ND)""",,Small City,,,,,,
38037,"""Grant, (ND)""",,Rural,,,,,,
38039,"""Griggs, (ND)""",,Rural,,,,,,
38041,"""Hettinger, (ND)""",,Rural,,,,,,
38043,"""Kidder, (ND)""",,Rural,,,,,,
38045,"""LaMoure, (ND)""",,Rural,,,,,,
38047,"""Logan, (ND)""",,Rural,,,,,,
38049,"""McHenry, (ND)""",,Rural,,,,,,
38051,"""McIntosh, (ND)""",,Rural,,,,,,
38053,"""McKenzie, (ND)""",,Rural,,,,,,
38055,"""McLean, (ND)""",,Rural,,,,,,
38057,"""Mercer, (ND)""",,Rural,,,,,,
38059,"""Morton, (ND)""",,Small City,,,,,,
38061,"""Mountrail, (ND)""",,Rural,,,,,,
38063,"""Nelson, (ND)""",,Rural,,,,,,
38065,"""Oliver, (ND)""",,Small City,,,,,,
38067,"""Pembina, (ND)""",,Rural,,,,,,
38069,"""Pierce, (ND)""",,Rural,,,,,,
38071,"""Ramsey, (ND)""",,Rural,,,,,,
38073,"""Ransom, (ND)""",,Rural,,,,,,
38075,"""Renville, (ND)""",,Rural,,,,,,
38077,"""Richland, (ND)""",,Rural,,,,,,
38079,"""Rolette, (ND)""",,Rural,,,,,,
38081,"""Sargent, (ND)""",,Rural,,,,,,
38083,"""Sheridan, (ND)""",,Rural,,,,,,
38085,"""Sioux, (ND)""",,Small City,,,,,,
38087,"""Slope, (ND)""",,Rural,,,,,,
38089,"""Stark, (ND)""",,Rural,,,,,,
38091,"""Steele, (ND)""",,Rural,,,,,,
38093,"""Stutsman, (ND)""",,Rural,,,,,,
38095,"""Towner, (ND)""",,Rural,,,,,,
38097,"""Traill, (ND)""",,Rural,,,,,,
38099,"""Walsh, (ND)""",,Rural,,,,,,
38101,"""Ward, (ND)""",,Rural,,,,,,
38103,"""Wells, (ND)""",,Rural,,,,,,
38105,"""Williams, (ND)""",,Rural,,,,,,
41001,"""Baker, (OR)""",,Rural,,,,,,
41049,"""Morrow, (OR)""",,Rural,,,,,,
41059,"""Umatilla, (OR)""",,Rural,,,,,,
41061,"""Union, (OR)""",,Rural,,,,,,
41063,"""Wallowa, (OR)""",,Rural,,,,,,
46013,"""Brown, (SD)""",,Rural,,,,,,
46019,"""Butte, (SD)""",,Rural,,,,,,
46021,"""Campbell, (SD)""",,Rural,,,,,,
46025,"""Clark, (SD)""",,Rural,,,,,,
46029,"""Codington, (SD)""",,Rural,,,,,,
46031,"""Corson, (SD)""",,Rural,,,,,,
46037,"""Day, (SD)""",,Rural,,,,,,
46039,"""Deuel, (SD)""",,Rural,,,,,,
46041,"""Dewey, (SD)""",,Rural,,,,,,
46045,"""Edmunds, (SD)""",,Rural,,,,,,
46049,"""Faulk, (SD)""",,Rural,,,,,,
46051,"""Grant, (SD)""",,Rural,,,,,,
46057,"""Hamlin, (SD)""",,Rural,,,,,,
46063,"""Harding, (SD)""",,Rural,,,,,,
46089,"""McPherson, (SD)""",,Rural,,,,,,
46091,"""Marshall, (SD)""",,Rural,,,,,,
46105,"""Perkins, (SD)""",,Rural,,,,,,
46107,"""Potter, (SD)""",,Rural,,,,,,
46109,"""Roberts, (SD)""",,Rural,,,,,,
46115,"""Spink, (SD)""",,Rural,,,,,,
46119,"""Sully, (SD)""",,Rural,,,,,,
46129,"""Walworth, (SD)""",,Rural,,,,,,
46137,"""Ziebach, (SD)""",,Rural,,,,,,
53001,"""Adams, (WA)""",,Rural,,,,,,
53003,"""Asotin, (WA)""",,Small City,,,,,,
53005,"""Benton, (WA)""",,Small City,,,,,,
53013,"""Columbia, (WA)""",,Small City,,,,,,
53017,"""Douglas, (WA)""",,Small City,,,,,,
53019,"""Ferry, (WA)""",,Rural,,,,,,
53021,"""Franklin, (WA)""",,Small City,,,,,,
53023,"""Garfield, (WA)""",,Rural,,,,,,
53025,"""Grant, (WA)""",,Rural,,,,,,
53043,"""Lincoln, (WA)""",,Rural,,,,,,
53051,"""Pend Oreille, (WA)""",,Small City,,,,,,
53063,"""Spokane, (WA)""",,Small City,,,,,,
53065,"""Stevens, (WA)""",,Small City,,,,,,
53071,"""Walla Walla, (WA)""",,Small City,,,,,,
53075,"""Whitman, (WA)""",,Rural,,,,,,
56033,"""Sheridan, (WY)""",,Rural,,,,,,
1003,"""Baldwin, (AL)""",,Small City,,,,,,
1005,"""Barbour, (AL)""",,Rural,,,,,,
1011,"""Bullock, (AL)""",,Rural,,,,,,
1013,"""Butler, (AL)""",,Rural,,,,,,
1023,"""Choctaw, (AL)""",,Rural,,,,,,
1025,"""Clarke, (AL)""",,Rural,,,,,,
1031,"""Coffee, (AL)""",,Rural,,,,,,
1035,"""Conecuh, (AL)""",,Rural,,,,,,
1039,"""Covington, (AL)""",,Rural,,,,,,
1041,"""Crenshaw, (AL)""",,Rural,,,,,,
1045,"""Dale, (AL)""",,Rural,,,,,,
1053,"""Escambia, (AL)""",,Rural,,,,,,
1061,"""Geneva, (AL)""",,Small City,,,,,,
1067,"""Henry, (AL)""",,Small City,,,,,,
1069,"""Houston, (AL)""",,Small City,,,,,,
1097,"""Mobile, (AL)""",,Small City,,,,,,
1099,"""Monroe, (AL)""",,Rural,,,,,,
1109,"""Pike, (AL)""",,Rural,,,,,,
1129,"""Washington, (AL)""",,Rural,,,,,,
1131,"""Wilcox, (AL)""",,Rural,,,,,,
12001,"""Alachua, (FL)""",,Small City,,,,,,
12003,"""Baker, (FL)""",,Suburban,,,,,,
12005,"""Bay, (FL)""",,Small City,,,,,,
12007,"""Bradford, (FL)""",,Rural,,,,,,
12009,"""Brevard, (FL)""",,Small City,,,,,,
12013,"""Calhoun, (FL)""",,Rural,,,,,,
12015,"""Charlotte, (FL)""",,Small City,,,,,,
12017,"""Citrus, (FL)""",,Small City,,,,,,
12019,"""Clay, (FL)""",,Suburban,,,,,,
12021,"""Collier, (FL)""",,Small City,,,,,,
12023,"""Columbia, (FL)""",,Rural,,,,,,
12027,"""DeSoto, (FL)""",,Rural,,,,,,
12029,"""Dixie, (FL)""",,Rural,,,,,,
12031,"""Duval, (FL)""",,Urban,,,,,,
12033,"""Escambia, (FL)""",,Small City,,,,,,
12035,"""Flagler, (FL)""",,Small City,,,,,,
12037,"""Franklin, (FL)""",,Rural,,,,,,
12039,"""Gadsden, (FL)""",,Small City,,,,,,
12041,"""Gilchrist, (FL)""",,Small City,,,,,,
12043,"""Glades, (FL)""",,Rural,,,,,,
12045,"""Gulf, (FL)""",,Small City,,,,,,
12047,"""Hamilton, (FL)""",,Rural,,,,,,
12049,"""Hardee, (FL)""",,Rural,,,,,,
12051,"""Hendry, (FL)""",,Rural,,,,,,
12053,"""Hernando, (FL)""",,Suburban,,,,,,
12055,"""Highlands, (FL)""",,Small City,,,,,,
12057,"""Hillsborough, (FL)""",,Urban,,,,,,
12059,"""Holmes, (FL)""",,Rural,,,,,,
12061,"""Indian River, (FL)""",,Small City,,,,,,
12063,"""Jackson, (FL)""",,Rural,,,,,,
12065,"""Jefferson, (FL)""",,Small City,,,,,,
12067,"""Lafayette, (FL)""",,Rural,,,,,,
12069,"""Lake, (FL)""",,Suburban,,,,,,
12071,"""Lee, (FL)""",,Small City,,,,,,
12073,"""Leon, (FL)""",,Small City,,,,,,
12075,"""Levy, (FL)""",,Rural,,,,,,
12077,"""Liberty, (FL)""",,Rural,,,,,,
12079,"""Madison, (FL)""",,Rural,,,,,,
12081,"""Manatee, (FL)""",,Small City,,,,,,
12083,"""Marion, (FL)""",,Small City,,,,,,
12087,"""Monroe, (FL)""",,Rural,,,,,,
12089,"""Nassau, (FL)""",,Suburban,,,,,,
12091,"""Okaloosa, (FL)""",,Small City,,,,,,
12093,"""Okeechobee, (FL)""",,Rural,,,,,,
12095,"""Orange, (FL)""",,Urban,,,,,,
12097,"""Osceola, (FL)""",,Suburban,,,,,,
12101,"""Pasco, (FL)""",,Suburban,,,,,,
12103,"""Pinellas, (FL)""",,Urban,,,,,,
12105,"""Polk, (FL)""",,Small City,,,,,,
12107,"""Putnam, (FL)""",,Rural,,,,,,
12109,"""St. Johns, (FL)""",,Suburban,,,,,,
12113,"""Santa Rosa, (FL)""",,Small City,,,,,,
12115,"""Sarasota, (FL)""",,Small City,,,,,,
12117,"""Seminole, (FL)""",,Suburban,,,,,,
12119,"""Sumter, (FL)""",,Small City,,,,,,
12121,"""Suwannee, (FL)""",,Rural,,,,,,
12123,"""Taylor, (FL)""",,Rural,,,,,,
12125,"""Union, (FL)""",,Rural,,,,,,
12127,"""Volusia, (FL)""",,Small City,,,,,,
12129,"""Wakulla, (FL)""",,Small City,,,,,,
12131,"""Walton, (FL)""",,Small City,,,,,,
12133,"""Washington, (FL)""",,Rural,,,,,,
13001,"""Appling, (GA)""",,Rural,,,,,,
13003,"""Atkinson, (GA)""",,Rural,,,,,,
13005,"""Bacon, (GA)""",,Rural,,,,,,
13007,"""Baker, (GA)""",,Small City,,,,,,
13017,"""Ben Hill, (GA)""",,Rural,,,,,,
13019,"""Berrien, (GA)""",,Rural,,,,,,
13025,"""Brantley, (GA)""",,Small City,,,,,,
13027,"""Brooks, (GA)""",,Small City,,,,,,
13029,"""Bryan, (GA)""",,Small City,,,,,,
13037,"""Calhoun, (GA)""",,Rural,,,,,,
13039,"""Camden, (GA)""",,Rural,,,,,,
13049,"""Charlton, (GA)""",,Rural,,,,,,
13051,"""Chatham, (GA)""",,Small City,,,,,,
13061,"""Clay, (GA)""",,Rural,,,,,,
13065,"""Clinch, (GA)""",,Rural,,,,,,
13069,"""Coffee, (GA)""",,Rural,,,,,,
13071,"""Colquitt, (GA)""",,Rural,,,,,,
13075,"""Cook, (GA)""",,Rural,,,,,,
13081,"""Crisp, (GA)""",,Rural,,,,,,
13087,"""Decatur, (GA)""",,Rural,,,,,,
13095,"""Dougherty, (GA)""",,Small City,,,,,,
13099,"""Early, (GA)""",,Rural,,,,,,
13101,"""Echols, (GA)""",,Small City,,,,,,
13127,"""Glynn, (GA)""",,Small City,,,,,,
13131,"""Grady, (GA)""",,Rural,,,,,,
13155,"""Irwin, (GA)""",,Rural,,,,,,
13161,"""Jeff Davis, (GA)""",,Rural,,,,,,
13173,"""Lanier, (GA)""",,Small City,,,,,,
13177,"""Lee, (GA)""",,Small City,,,,,,
13179,"""Liberty, (GA)""",,Small City,,,,,,
13183,"""Long, (GA)""",,Small City,,,,,,
13185,"""Lowndes, (GA)""",,Small City,,,,,,
13191,"""McIntosh, (GA)""",,Small City,,,,,,
13201,"""Miller, (GA)""",,Rural,,,,,,
13205,"""Mitchell, (GA)""",,Rural,,,,,,
13229,"""Pierce, (GA)""",,Rural,,,,,,
13239,"""Quitman, (GA)""",,Rural,,,,,,
13243,"""Randolph, (GA)""",,Rural,,,,,,
13253,"""Seminole, (GA)""",,Rural,,,,,,
13259,"""Stewart, (GA)""",,Rural,,,,,,
13261,"""Sumter, (GA)""",,Rural,,,,,,
13267,"""Tattnall, (GA)""",,Rural,,,,,,
13271,"""Telfair, (GA)""",,Rural,,,,,,
13273,"""Terrell, (GA)""",,Small City,,,,,,
13275,"""Thomas, (GA)""",,Rural,,,,,,
13277,"""Tift, (GA)""",,Rural,,,,,,
13287,"""Turner, (GA)""",,Rural,,,,,,
13299,"""Ware, (GA)""",,Rural,,,,,,
13305,"""Wayne, (GA)""",,Rural,,,,,,
13307,"""Webster, (GA)""",,Rural,,,,,,
13309,"""Wheeler, (GA)""",,Rural,,,,,,
13315,"""Wilcox, (GA)""",,Rural,,,,,,
13321,"""Worth, (GA)""",,Small City,,,,,,
22001,"""Acadia, (LA)""",,Small City,,,,,,
22003,"""Allen, (LA)""",,Rural,,,,,,
22005,"""Ascension, (LA)""",,Small City,,,,,,
22007,"""Assumption, (LA)""",,Rural,,,,,,
22009,"""Avoyelles, (LA)""",,Rural,,,,,,
22011,"""Beauregard, (LA)""",,Rural,,,,,,
22019,"""Calcasieu, (LA)""",,Small City,,,,,,
22021,"""Caldwell, (LA)""",,Rural,,,,,,
22023,"""Cameron, (LA)""",,Small City,,,,,,
22025,"""Catahoula, (LA)""",,Rural,,,,,,
22029,"""Concordia, (LA)""",,Rural,,,,,,
22033,"""East Baton Rouge, (LA)""",,Small City,,,,,,
22037,"""East Feliciana, (LA)""",,Small City,,,,,,
22039,"""Evangeline, (LA)""",,Rural,,,,,,
22043,"""Grant, (LA)""",,Small City,,,,,,
22045,"""Iberia, (LA)""",,Small City,,,,,,
22047,"""Iberville, (LA)""",,Small City,,,,,,
22051,"""Jefferson, (LA)""",,Suburban,,,,,,
22053,"""Jefferson Davis, (LA)""",,Rural,,,,,,
22055,"""Lafayette, (LA)""",,Small City,,,,,,
22057,"""Lafourche, (LA)""",,Small City,,,,,,
22059,"""La Salle, (LA)""",,Rural,,,,,,
22063,"""Livingston, (LA)""",,Small City,,,,,,
22069,"""Natchitoches, (LA)""",,Rural,,,,,,
22071,"""Orleans, (LA)""",,Urban,,,,,,
22075,"""Plaquemines, (LA)""",,Suburban,,,,,,
22077,"""Pointe Coupee, (LA)""",,Small City,,,,,,
22079,"""Rapides, (LA)""",,Small City,,,,,,
22081,"""Red River, (LA)""",,Rural,,,,,,
22085,"""Sabine, (LA)""",,Rural,,,,,,
22087,"""St. Bernard, (LA)""",,Suburban,,,,,,
22089,"""St. Charles, (LA)""",,Suburban,,,,,,
22091,"""St. Helena, (LA)""",,Small City,,,,,,
22093,"""St. James, (LA)""",,Suburban,,,,,,
22095,"""St. John the Baptist, (LA)""",,Suburban,,,,,,
22097,"""St. Landry, (LA)""",,Rural,,,,,,
22099,"""St. Martin, (LA)""",,Small City,,,,,,
22101,"""St. Mary, (LA)""",,Rural,,,,,,
22103,"""St. Tammany, (LA)""",,Suburban,,,,,,
22105,"""Tangipahoa, (LA)""",,Small City,,,,,,
22107,"""Tensas, (LA)""",,Rural,,,,,,
22109,"""Terrebonne, (LA)""",,Small City,,,,,,
22113,"""Vermilion, (LA)""",,Small City,,,,,,
22115,"""Vernon, (LA)""",,Rural,,,,,,
22117,"""Washington, (LA)""",,Rural,,,,,,
22121,"""West Baton Rouge, (LA)""",,Small City,,,,,,
22125,"""West Feliciana, (LA)""",,Small City,,,,,,
22127,"""Winn, (LA)""",,Rural,,,,,,
28001,"""Adams, (MS)""",,Rural,,,,,,
28005,"""Amite, (MS)""",,Rural,,,,,,
28021,"""Claiborne, (MS)""",,Rural,,,,,,
28023,"""Clarke, (MS)""",,Rural,,,,,,
28029,"""Copiah, (MS)""",,Small City,,,,,,
28031,"""Covington, (MS)""",,Rural,,,,,,
28035,"""Forrest, (MS)""",,Small City,,,,,,
28037,"""Franklin, (MS)""",,Rural,,,,,,
28039,"""George, (MS)""",,Rural,,,,,,
28041,"""Greene, (MS)""",,Rural,,,,,,
28045,"""Hancock, (MS)""",,Small City,,,,,,
28047,"""Harrison, (MS)""",,Small City,,,,,,
28059,"""Jackson, (MS)""",,Small City,,,,,,
28061,"""Jasper, (MS)""",,Rural,,,,,,
28063,"""Jefferson, (MS)""",,Rural,,,,,,
28065,"""Jefferson Davis, (MS)""",,Rural,,,,,,
28067,"""Jones, (MS)""",,Rural,,,,,,
28073,"""Lamar, (MS)""",,Small City,,,,,,
28077,"""Lawrence, (MS)""",,Rural,,,,,,
28085,"""Lincoln, (MS)""",,Rural,,,,,,
28091,"""Marion, (MS)""",,Rural,,,,,,
28109,"""Pearl River, (MS)""",,Rural,,,,,,
28111,"""Perry, (MS)""",,Small City,,,,,,
28113,"""Pike, (MS)""",,Rural,,,,,,
28127,"""Simpson, (MS)""",,Small City,,,,,,
28129,"""Smith, (MS)""",,Rural,,,,,,
28131,"""Stone, (MS)""",,Rural,,,,,,
28147,"""Walthall, (MS)""",,Rural,,,,,,
28153,"""Wayne, (MS)""",,Rural,,,,,,
28157,"""Wilkinson, (MS)""",,Rural,,,,,,
1007,"""Bibb, (AL)""",,Suburban,,,,,,
1033,"""Colbert, (AL)""",,Small City,,,,,,
1057,"""Fayette, (AL)""",,Rural,,,,,,
1059,"""Franklin, (AL)""",,Rural,,,,,,
1063,"""Greene, (AL)""",,Rural,,,,,,
1065,"""Hale, (AL)""",,Small City,,,,,,
1075,"""Lamar, (AL)""",,Rural,,,,,,
1077,"""Lauderdale, (AL)""",,Small City,,,,,,
1079,"""Lawrence, (AL)""",,Small City,,,,,,
1091,"""Marengo, (AL)""",,Rural,,,,,,
1093,"""Marion, (AL)""",,Rural,,,,,,
1105,"""Perry, (AL)""",,Rural,,,,,,
1107,"""Pickens, (AL)""",,Small City,,,,,,
1119,"""Sumter, (AL)""",,Rural,,,,,,
1125,"""Tuscaloosa, (AL)""",,Small City,,,,,,
1127,"""Walker, (AL)""",,Suburban,,,,,,
1133,"""Winston, (AL)""",,Rural,,,,,,
5001,"""Arkansas, (AR)""",,Rural,,,,,,
5003,"""Ashley, (AR)""",,Rural,,,,,,
5005,"""Baxter, (AR)""",,Rural,,,,,,
5009,"""Boone, (AR)""",,Rural,,,,,,
5011,"""Bradley, (AR)""",,Rural,,,,,,
5013,"""Calhoun, (AR)""",,Rural,,,,,,
5015,"""Carroll, (AR)""",,Rural,,,,,,
5017,"""Chicot, (AR)""",,Rural,,,,,,
5019,"""Clark, (AR)""",,Rural,,,,,,
5021,"""Clay, (AR)""",,Rural,,,,,,
5023,"""Cleburne, (AR)""",,Rural,,,,,,
5025,"""Cleveland, (AR)""",,Small City,,,,,,
5027,"""Columbia, (AR)""",,Rural,,,,,,
5029,"""Conway, (AR)""",,Rural,,,,,,
5031,"""Craighead, (AR)""",,Small City,,,,,,
5035,"""Crittenden, (AR)""",,Suburban,,,,,,
5037,"""Cross, (AR)""",,Rural,,,,,,
5039,"""Dallas, (AR)""",,Rural,,,,,,
5041,"""Desha, (AR)""",,Rural,,,,,,
5043,"""Drew, (AR)""",,Rural,,,,,,
5045,"""Faulkner, (AR)""",,Small City,,,,,,
5049,"""Fulton, (AR)""",,Rural,,,,,,
5051,"""Garland, (AR)""",,Small City,,,,,,
5053,"""Grant, (AR)""",,Small City,,,,,,
5055,"""Greene, (AR)""",,Rural,,,,,,
5059,"""Hot Spring, (AR)""",,Rural,,,,,,
5063,"""Independence, (AR)""",,Rural,,,,,,
5065,"""Izard, (AR)""",,Rural,,,,,,
5067,"""Jackson, (AR)""",,Rural,,,,,,
5069,"""Jefferson, (AR)""",,Small City,,,,,,
5071,"""Johnson, (AR)""",,Rural,,,,,,
5073,"""Lafayette, (AR)""",,Rural,,,,,,
5075,"""Lawrence, (AR)""",,Rural,,,,,,
5077,"""Lee, (AR)""",,Rural,,,,,,
5079,"""Lincoln, (AR)""",,Small City,,,,,,
5085,"""Lonoke, (AR)""",,Small City,,,,,,
5089,"""Marion, (AR)""",,Rural,,,,,,
5093,"""Mississippi, (AR)""",,Rural,,,,,,
5095,"""Monroe, (AR)""",,Rural,,,,,,
5097,"""Montgomery, (AR)""",,Rural,,,,,,
5099,"""Nevada, (AR)""",,Rural,,,,,,
5101,"""Newton, (AR)""",,Rural,,,,,,
5103,"""Ouachita, (AR)""",,Rural,,,,,,
5105,"""Perry, (AR)""",,Small City,,,,,,
5107,"""Phillips, (AR)""",,Rural,,,,,,
5109,"""Pike, (AR)""",,Rural,,,,,,
5111,"""Poinsett, (AR)""",,Small City,,,,,,
5115,"""Pope, (AR)""",,Rural,,,,,,
5117,"""Prairie, (AR)""",,Rural,,,,,,
5119,"""Pulaski, (AR)""",,Small City,,,,,,
5121,"""Randolph, (AR)""",,Rural,,,,,,
5123,"""St. Francis, (AR)""",,Rural,,,,,,
5125,"""Saline, (AR)""",,Small City,,,,,,
5129,"""Searcy, (AR)""",,Rural,,,,,,
5135,"""Sharp, (AR)""",,Rural,,,,,,
5137,"""Stone, (AR)""",,Rural,,,,,,
